BUILD_YR,sale_year,SALE_PRICE,PARCEL_ARE,TAX_TOT,TOTAL_MV1,apn,licenseNum,tier,licensedUn,eviction_count,own_same_zip,LLORD_in_MPLS,latitude_1,longitude_,yWebMerc_1,Shape_Area
1968,2003,1625000,52718.81656,81586.46,4495000,1002924130003,LIC147775,1,66,1,0,0,45.01662,-93.27321,5624138.902,5.59066E-07
1958,1999,339000,11911.52574,15053.8,829000,1102824410121,LIC197045,2,11,1,1,1,44.92355,-93.24771,5609493.311,1.26115E-07
1951,2001,125000,6076.572485,3666.74,245500,1102824410186,LIC117812,1,1,1,0,0,44.92616,-93.25025,5609903.785,6.43395E-08
1956,2009,55000,7541.682279,2087.36,141000,1111821120022,LIC121932,1,1,1,0,0,45.04954,-93.30465,5629323.528,8.00227E-08
1965,2012,111500,7555.825542,3769.94,209500,1111821120084,LIC126942,1,2,1,1,0,45.05039,-93.309,5629458.369,8.01737E-08
1953,2013,43000,5013.539732,1243.52,84000,1111821130063,LIC152910,1,1,1,0,0,45.04484,-93.3071,5628584.068,5.31928E-08
1962,2013,500000,8029.379997,13558.94,747000,1102924130041,LIC254967,3,12,1,0,1,45.01337,-93.2534,5623625.935,8.51441E-08
1900,2016,124588,5558.123932,2931.58,161500,1102924130076,LIC138939,1,2,1,0,1,45.01343,-93.25395,5623636.707,5.89388E-08
1900,2009,49900,5671.977465,3202.4,195000,1102924130131,LIC121095,1,1,1,0,0,45.01407,-93.25635,5623736.258,6.01468E-08
1952,2014,72000,5441.463965,1746.86,118000,1111821220148,LIC150085,2,1,1,0,0,45.04774,-93.31783,5629040.298,5.77359E-08
1923,2005,527500,5787.250468,11461.94,178200,1102924140034,LIC117465,3,4,1,0,0,45.01482,-93.24778,5623854.758,6.137E-08
1971,2008,34375,13876.03095,1276.46,85500,1102924230005,LIC121909,1,1,1,0,1,45.01518,-93.26511,5623911.252,1.47147E-07
1971,2008,20700,13876.03095,1276.46,85500,1102924230006,LIC117415,1,1,1,0,1,45.01518,-93.26511,5623911.252,1.47147E-07
1971,2017,86500,13876.03095,1276.46,85500,1102924230007,LIC361081,1,1,1,0,1,45.01518,-93.26511,5623911.252,1.47147E-07
1910,2008,158000,6813.631682,5138.06,266500,1102924310081,LIC117435,3,3,1,0,0,45.01201,-93.26001,5623411.644,7.22506E-08
1900,2009,57500,2556.574787,3230.74,178000,1102924310164,LIC127616,1,2,1,0,1,45.00959,-93.25979,5623031.533,2.71084E-08
1950,2009,55000,5110.404111,1791.28,121000,1111821340093,LIC125009,1,1,1,0,0,45.03969,-93.31262,5627771.941,5.42157E-08
1900,2012,65000,3675.686518,2231.96,149500,1102924330089,LIC125972,1,1,1,1,0,45.00795,-93.26281,5622772.799,3.89737E-08
1904,1998,55000,9085.837774,2923.12,211500,1102924340047,LIC134092,1,1,1,1,1,45.00917,-93.26051,5622965.925,9.634E-08
1900,2011,55100,4541.6923,3884.16,214000,1102924420117,LIC129630,1,2,1,0,0,45.01069,-93.25394,5623203.988,4.81583E-08
1961,2011,672000,18036.39956,18713.64,1031000,1102924420150,LIC128861,3,12,1,0,1,45.00972,-93.2561,5623051.42,1.91247E-07
1900,1999,43000,5758.165194,2741.32,151000,1102924440116,LIC265242,1,2,1,0,0,45.00864,-93.24974,5622881.197,6.10553E-08
1913,2001,408000,19137.19092,31780.5,2829500,1102924440158,LIC115017,1,61,2,0,1,45.00719,-93.24786,5622653.387,2.0291E-07
1897,2004,100,22401.13115,18728.16,468000,1102924440196,LIC278088,3,12,2,0,0,45.00765,-93.24791,5622725.792,2.37519E-07
1965,2017,84900,158823.7283,679.7,69500,1102824130165,LIC372092,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2007,69900,158823.7283,993.22,66500,1102824130166,LIC128325,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2004,103000,158823.7283,1105.24,74000,1102824130169,LIC258636,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2012,35000,158823.7283,978.28,65500,1102824130174,LIC131848,1,2,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2018,101500,158823.7283,665.04,68000,1102824130178,LIC370694,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2002,109000,158823.7283,1135.1,76000,1102824130181,LIC358752,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2016,72488,158823.7283,1135.1,76000,1102824130188,LIC139214,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2016,57000,158823.7283,1000.68,67000,1102824130189,LIC141271,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2013,52000,158823.7283,1023.08,68500,1102824130191,LIC128959,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2011,22800,158823.7283,1052.96,70500,1102824130192,LIC131042,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2008,96000,158823.7283,743.28,76000,1102824130194,LIC132487,1,1,1,1,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2002,75000,158823.7283,1015.62,68000,1102824130197,LIC114126,1,1,1,1,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2013,64500,158823.7283,886.98,84500,1102824130198,LIC133198,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2014,62000,158823.7283,1038.02,69500,1102824130204,LIC136137,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,1998,30825,158823.7283,1052.96,70500,1102824130207,LIC113157,1,1,1,1,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2017,89000,158823.7283,1015.62,68000,1102824130215,LIC362049,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,1999,43000,158823.7283,1105.24,74000,1102824130218,LIC133883,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2012,42900,158823.7283,679.7,69500,1102824130219,LIC131313,1,1,1,1,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2008,34900,158823.7283,993.22,66500,1102824130221,LIC250275,1,2,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2014,74000,158823.7283,1135.1,76000,1102824130224,LIC128083,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2014,49000,158823.7283,1015.62,68000,1102824130233,LIC150117,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,1999,37000,158823.7283,717.28,74000,1102824130236,LIC121918,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2005,90000,158823.7283,993.22,66500,1102824130238,LIC118029,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2014,55461,158823.7283,1105.24,74000,1102824130241,LIC126530,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2015,54000,158823.7283,1135.1,76000,1102824130242,LIC260819,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2018,101500,158823.7283,1052.96,70500,1102824130246,LIC133896,1,1,1,1,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,1998,40500,158823.7283,1135.1,76000,1102824130248,LIC144487,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2015,74000,158823.7283,862,83000,1102824130249,LIC134828,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2004,85000,158823.7283,1015.62,68000,1102824130250,LIC132839,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,1997,25500,158823.7283,1015.62,68000,1102824130251,LIC136209,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2004,79825,158823.7283,993.22,66500,1102824130256,LIC117343,1,1,1,1,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2004,88500,158823.7283,1038.02,69500,1102824130258,LIC125452,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2009,100,158823.7283,743.28,76000,1102824130265,LIC126434,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2014,65000,158823.7283,1067.9,71500,1102824130269,LIC151498,2,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2010,65000,158823.7283,1239.66,83000,1102824130272,LIC256724,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2011,50000,158823.7283,1067.9,71500,1102824130280,LIC132257,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2014,60813,158823.7283,1217.26,81500,1102824130284,LIC130684,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2004,110000,158823.7283,1052.96,70500,1102824130285,LIC148559,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2010,68000,158823.7283,1217.26,81500,1102824130289,LIC143831,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2014,62500,158823.7283,1038.02,69500,1102824130291,LIC148866,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2018,98000,158823.7283,650.36,66500,1102824130292,LIC135785,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2001,63000,158823.7283,1038.02,69500,1102824130294,LIC121044,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2013,39000,158823.7283,1015.62,68000,1102824130298,LIC128949,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2018,93250,158823.7283,1015.62,68000,1102824130305,LIC376810,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2010,40000,158823.7283,1060.44,71000,1102824130306,LIC120021,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2003,91500,158823.7283,1135.1,76000,1102824130330,LIC119689,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965,2004,78900,158823.7283,689.48,70500,1102824130334,LIC114703,1,2,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1965, ,0,158823.7283,1217.26,81500,1102824130335,LIC130509,1,1,1,0,0,44.92963,-93.2543,5610450.255,1.68175E-06
1900,2018,299000,2972.701236,3666.34,202000,1202924320080,LIC370853,1,2,1,0,0,45.01296,-93.24619,5623562.509,3.15225E-08
1987, ,0,59193.89755,232983.64,9833300,1202924330204,LIC115791,1,98,1,1,1,45.00937,-93.24679,5622997.354,6.27654E-07
1900, ,0,5265.724332,2987.98,215500,1202924330212,LIC120203,1,1,1,1,1,45.00738,-93.24593,5622683.11,5.58321E-08
1900,2009,85000,4868.178771,4483.76,247000,1202924340014,LIC119380,1,2,1,0,1,45.00801,-93.24137,5622782.586,5.16176E-08
2013,2011,1791488,96788.11745,284005.4,3688400,1202824110258,LIC127283,1,180,3,0,1,44.93275,-93.22706,5610940.638,1.02493E-06
1916,2013,47000,5194.595703,3124.54,104500,1211821310088,LIC124176,2,1,1,0,0,45.04195,-93.29236,5628127.851,5.51109E-08
1923,1997,40500,4985.966816,1560.22,94000,1211821310108,LIC161563,2,1,1,0,0,45.04074,-93.29362,5627937.932,5.28966E-08
1960,2003,678500,12629.40101,15455.32,851500,1202924430014,LIC109710,3,12,2,0,0,45.00757,-93.23498,5622712.638,1.33909E-07
1962,2015,234900,6392.459645,5137.18,283000,1202924430113,LIC140134,1,2,1,0,0,45.00722,-93.23424,5622658.468,6.77788E-08
1912,2011,45000,5139.276499,2883.86,156000,1211821310135,LIC121993,1,2,1,0,1,45.04234,-93.28978,5628189.356,5.45245E-08
1924,2002,60000,5143.266724,798.72,53500,1211821310139,LIC308472,3,1,1,0,0,45.04289,-93.28979,5628275.768,5.45672E-08
1940,2009,45000,5138.692931,2276.74,152500,1211821310224,LIC149721,1,1,1,0,0,45.04245,-93.29365,5628206.935,5.45184E-08
1961,1997,175000,8823.627455,8799.28,481500,1211821320111,LIC286766,1,8,1,0,0,45.04067,-93.29872,5627926.184,9.36103E-08
1942,2014,52549,5116.805421,2073.6,104500,1211821330036,LIC268272,3,1,1,0,0,45.03902,-93.29488,5627666.484,5.42832E-08
1950,2010,42500,7602.082746,1851.26,124000,1211821340026,LIC273969,1,1,1,0,0,45.03986,-93.2898,5627799.344,8.06497E-08
1896,2008,45000,7602.329153,2964.12,150000,1211821340027,LIC146882,1,2,1,0,1,45.04003,-93.2898,5627825.21,8.06528E-08
1900,2013,113000,5131.762971,3027.98,153500,1211821340067,LIC133712,1,2,1,0,0,45.03904,-93.29179,5627670.182,5.44418E-08
1900,2018,95000,4802.667564,1458.18,98500,1211821340083,LIC116012,2,1,1,0,1,45.04012,-93.29309,5627839.763,5.09513E-08
1921,2002,65000,5070.602166,1361.96,92000,1211821340145,LIC257852,1,1,1,0,1,45.03696,-93.28921,5627342.108,5.37908E-08
1924,2010,40000,5068.586231,1036.28,70000,1211821340150,LIC124845,1,1,1,0,1,45.03717,-93.28976,5627375.809,5.37696E-08
2008, ,0,5071.488279,3062.28,186500,1211821340222,LIC125911,1,1,1,0,1,45.03729,-93.28921,5627393.925,5.38007E-08
1925,2017,80000,5100.354616,1813.92,121500,1211821420063,LIC366635,1,1,1,1,1,45.04143,-93.28849,5628046.746,5.41107E-08
2006,2006,900000,26364.10077,28597.32,2477500,1211821430012,LIC119934,1,23,1,0,1,45.03987,-93.28778,5627799.768,2.79695E-07
1927,2001,69900,6321.907467,1739.28,116500,1202924110116,LIC255918,1,1,1,1,1,45.01963,-93.22724,5624612.753,6.7045E-08
1968,2011,50000,4384.720929,1910.96,128000,1211821210119,LIC125399,1,1,1,0,0,45.051,-93.29244,5629553.989,4.65261E-08
1900,2017,254000,4661.158907,4228.34,221500,1202924230051,LIC353726,1,1,1,1,1,45.01612,-93.24334,5624059.11,4.94293E-08
1950,2014,47500,5932.385409,1597.44,107000,1211821220012,LIC267551,1,1,1,0,0,45.04805,-93.297,5629088.839,6.2945E-08
1951,2005,292500,12880.19857,4864.28,268000,1211821220175,LIC116798,1,2,2,0,0,45.04837,-93.29499,5629140.169,1.36665E-07
1950,2014,125000,5426.808633,2381.26,159500,1211821230025,LIC152912,1,1,1,0,0,45.04702,-93.29499,5628927.471,5.75796E-08
1950,2004,118000,5494.360373,1679.56,112500,1211821230063,LIC323966,1,1,1,0,0,45.04668,-93.297,5628872.558,5.8296E-08
1950, ,0,5517.234209,1935.64,102500,1211821230188,LIC258887,2,1,1,1,0,45.04476,-93.29627,5628571.041,5.85369E-08
1911,1998,137221,5116.254886,12604.32,150200,1202924230122,LIC278090,3,3,1,0,0,45.01331,-93.24693,5623616.491,5.42532E-08
1920,2014,56000,5102.017766,1209.28,81000,1211821310022,LIC126539,1,1,1,0,0,45.04107,-93.28979,5627989.263,5.41281E-08
1916,2009,22500,4737.321578,992.8,66500,1211821310045,LIC129138,2,1,2,0,0,45.04042,-93.29054,5627886.352,5.02584E-08
1918,2016,65000,5143.572795,1933.36,129500,1211821310075,LIC351014,1,1,1,0,0,45.04052,-93.29236,5627903.204,5.45683E-08
1900,2011,63000,4919.902745,3112.8,208500,1302924310140,LIC150363,1,2,1,0,1,44.99611,-93.24061,5620909.076,5.21556E-08
1900,2015,185000,4921.415096,3820.3,210500,1302924320064,LIC133261,3,2,1,0,1,44.9959,-93.24389,5620875.311,5.21715E-08
1979, ,0,793.7997084,1799,120500,1302924320121,LIC147754,1,3,1,0,0,44.99548,-93.24382,5620809.244,8.41485E-09
1983,1987,76000,2922.231256,3498.86,148500,1302924320137,LIC147838,3,1,1,0,0,44.99722,-93.24572,5621083.565,3.09789E-08
1900,2009,56000,5198.564818,4038.12,222500,1302924340036,LIC129888,1,2,1,0,1,44.99463,-93.24135,5620676.063,5.51083E-08
1986,2017,850000,9849.430828,21643.94,1192500,1302924340159,LIC355766,3,9,1,0,1,44.99201,-93.23932,5620263.839,1.04406E-07
1900,2007,500,5631.881932,5647.4,279000,1302924430021,LIC249161,1,2,1,1,1,44.99176,-93.2331,5620223.741,5.96987E-08
1900,1997,42900,5120.405048,3566.2,196500,1402924120066,LIC140395,2,2,1,1,1,45.00561,-93.25592,5622403.997,5.429E-08
1900,2016,325000,5135.605409,5626.6,310000,1402924120124,LIC355165,1,2,1,0,1,45.00355,-93.25591,5622079.647,5.44492E-08
1903,2010,164464,11125.54941,9881.84,346500,1402924120202,LIC272841,1,6,1,0,0,45.00503,-93.25719,5622313.774,1.17959E-07
1900, ,0,5066.314473,4459.68,307000,1402924130124,LIC145602,1,2,1,0,0,45.00166,-93.25282,5621782.466,5.37127E-08
1900,2004,206000,3024.34002,4283.46,236000,1402924210015,LIC110188,1,3,1,0,0,45.00394,-93.26234,5622141.226,3.20652E-08
1900,2008,90000,6275.942124,4497.92,232000,1402924220055,LIC141388,1,2,1,0,1,45.00326,-93.2674,5622034.981,6.65391E-08
1961,2014,750000,11549.66408,14965.36,800500,1402924230126,LIC141744,1,12,1,0,1,44.99933,-93.2671,5621416.698,1.22444E-07
1904,2018,358000,5520.388963,4456.22,245500,1402924240181,LIC375890,1,2,2,0,1,44.99909,-93.25927,5621378.642,5.85242E-08
1900,2005,64000,5197.142131,5699.18,314000,1402924310132,LIC107426,1,3,1,0,1,44.99547,-93.25844,5620808.646,5.50939E-08
1962,2007,730000,11063.39248,18041.42,994000,1402924320016,LIC138857,1,16,1,0,1,44.99549,-93.26278,5620811.764,1.17281E-07
1900,2011,100,10476.02339,5251.04,276000,1402924320082,LIC150582,2,2,1,0,0,44.99586,-93.26584,5620868.966,1.11055E-07
1900,2016,200000,5185.564391,4230.54,216500,1402924420045,LIC280791,2,2,1,0,1,44.99665,-93.25334,5620994.087,5.49723E-08
2004, ,0,7529.599236,3856.46,19900,1402924440187,LIC115288,1,32,2,0,1,44.99409,-93.24941,5620591.256,7.98178E-08
1943,2017,271000,8014.240157,5225.24,282000,1411821110006,LIC376954,1,5,1,1,1,45.03562,-93.30068,5627130.112,8.50163E-08
1904,2008,65000,8213.346152,3175.52,176500,1311821210007,LIC116594,1,2,1,0,0,45.03653,-93.29047,5627274.554,8.71299E-08
1903,2018,95000,4103.057091,1228.72,83000,1311821210011,LIC366690,1,1,1,0,1,45.03614,-93.29047,5627212.317,4.3526E-08
1970,2009,450000,12322.24259,8645.52,480500,1311821210023,LIC269650,1,9,1,0,0,45.03648,-93.29102,5627266.813,1.30718E-07
1941,2007,198000,5969.256387,7626.66,169000,1502924220030,LIC378119,1,2,1,0,1,45.00281,-93.28518,5621963.687,6.32871E-08
1900,2005,140000,5031.724169,1433.22,96000,1502924220032,LIC203973,1,1,1,0,0,45.00276,-93.28618,5621956.268,5.33471E-08
1900,2003,1,7377.519714,1951.46,107500,1502924220038,LIC131799,1,2,2,0,0,45.00347,-93.28619,5622067.946,7.82183E-08
1900,2015,490000,2751.154568,1315.56,72500,1502924220069,LIC137332,2,2,1,0,1,45.00237,-93.28408,5621895.223,2.91679E-08
1900,2010,47000,6692.840517,2483.12,135500,1502924220223,LIC131360,1,2,1,0,0,45.00542,-93.28756,5622374.1,7.09617E-08
1914,2014,80000,6097.858737,2577.34,142000,1502924230090,LIC132568,1,2,1,0,0,45.00081,-93.28537,5621649.109,6.46481E-08
1898,1997,1,4844.799305,12144.68,323400,1502924230135,LIC144927,1,6,1,1,1,44.9994,-93.28514,5621427.428,5.13622E-08
1911,2010,100000,6774.498229,2589.36,128000,1502924230192,LIC124329,1,2,1,0,0,45.00039,-93.2869,5621582.898,7.18213E-08
1903, ,0,6602.273889,2042.88,28100,1502924230193,LIC132558,1,2,1,0,1,45.00164,-93.28605,5621778.942,6.99968E-08
1955,2004,585000,18887.65985,31201.26,1704000,1602824110058,LIC139342,1,16,1,0,0,44.91913,-93.29125,5608798.381,1.99961E-07
1900,1993,79000,8764.815641,6268.68,320000,1502924140075,LIC250607,1,4,1,0,0,45.002,-93.26913,5621835.712,9.29245E-08
1900,2009,130000,2999.960933,3766.82,254000,1502924140081,LIC152205,1,1,1,1,1,45.0022,-93.26863,5621868.303,3.18057E-08
1892, ,0,132199.6194,547434.04,29843500,1502924140112,LIC279002,1,150,1,1,1,44.99998,-93.26876,5621518.36,1.40153E-06
2018, ,0,26780.4312,10851.36,294100,1502924140113,LIC374330,1,110,1,0,1,45.00108,-93.27018,5621690.745,2.83922E-07
1902,2012,42500,7744.498282,3305.14,164000,1602924110025,LIC134551,3,2,1,1,1,45.00412,-93.28842,5622170.396,8.211E-08
1904,2000,104900,6901.664119,3589.68,145500,1602924110073,LIC249102,1,2,1,0,1,45.00356,-93.29062,5622081.639,7.31736E-08
1914,2014,35000,3996.686359,1877.1,92500,1602924110086,LIC131534,1,1,1,0,0,45.00392,-93.2907,5622138.688,4.23743E-08
1900,2014,37001,3925.017684,1459.08,85500,1602924110116,LIC158489,1,1,1,0,0,45.00572,-93.29222,5622421.394,4.16159E-08
1909,2008,27500,7845.634998,2283.14,112500,1602924120024,LIC126733,3,2,1,0,0,45.00441,-93.29368,5622215.405,8.31827E-08
1900,2018,74000,7816.595694,2205.4,94000,1602924120033,LIC373036,1,2,1,0,1,45.00538,-93.29368,5622368.122,8.28765E-08
1883,2012,62400,5488.939511,1694.48,113500,1602924120071,LIC122748,1,1,1,0,0,45.00399,-93.29528,5622149.178,5.81957E-08
1900,2012,35000,3742.55581,2479.04,103500,1602924120077,LIC126176,2,2,1,0,1,45.00461,-93.29543,5622246.743,3.96803E-08
1914,2008,30000,5881.922113,6842.58,88500,1602924120095,LIC139779,3,1,2,0,0,45.00344,-93.29528,5622062.984,6.23616E-08
1964,2010,4270,7830.332133,3407.8,294500,1602924120116,LIC132806,1,7,1,0,1,45.00552,-93.29607,5622390.712,8.30224E-08
1900,2010,37000,7830.410659,3258.3,179500,1602924120117,LIC208988,1,2,1,0,0,45.00538,-93.29607,5622369.139,8.30228E-08
1900,2017,40000,5581.211248,1845.36,70500,1602924120140,LIC366736,1,1,2,0,0,45.00537,-93.29747,5622367.145,5.91754E-08
1907,2009,15000,12014.4287,1767.82,69000,1602924120162,LIC117619,2,1,1,1,1,45.004,-93.29506,5622151.063,1.27381E-07
1926,2015,250000,6018.315668,4655.22,256500,1602924130002,LIC271659,2,5,1,0,0,45.00175,-93.29371,5621797.495,6.38058E-08
1900,2011,53000,7845.970945,2957.14,131500,1602924130073,LIC275012,3,2,1,0,1,45.00047,-93.29506,5621594.836,8.31808E-08
1900,2013,50700,6745.613719,2577.34,142000,1602924140014,LIC128197,3,2,1,0,0,45.00175,-93.28995,5621796.265,7.15166E-08
1961,2013,200000,11769.10601,7977.38,439500,1602924140054,LIC183844,1,9,1,0,1,45.00083,-93.28842,5621652.146,1.24773E-07
1900,2015,45000,7845.435752,1478.02,99000,1602924140066,LIC132826,1,1,1,0,0,45.00121,-93.28909,5621711.756,8.31762E-08
1911,2006,219000,4991.830648,2858.98,157500,1602924140106,LIC141100,1,2,1,0,0,45.00052,-93.28984,5621604.005,5.29222E-08
1900, ,0,7062.088549,2286.92,126000,1602924140123,LIC139418,2,1,1,0,1,45.00206,-93.29215,5621846.47,7.48724E-08
1900,2018,121000,7844.203881,1778.72,98000,1602924140136,LIC373355,1,2,1,0,1,45.00094,-93.29215,5621669.54,8.31627E-08
1916,2016,1900000,28237.0159,38388.62,2115000,1602924140193,LIC372811,1,25,3,0,0,45.00057,-93.29062,5621610.731,2.99362E-07
1885,2015,110617,4561.379459,2069.12,114000,1602924210010,LIC377030,2,1,1,1,1,45.00537,-93.29904,5622367.075,4.84408E-08
1925,2008,21000,5492.633399,1752.26,97000,1602924210061,LIC122275,3,2,2,0,0,45.00473,-93.30173,5622266.495,5.81707E-08
1910,2009,10000,6051.747271,1925.44,104000,1602924210093,LIC120414,3,2,1,0,1,45.00373,-93.30116,5622108.403,6.41626E-08
1900,2014,40000,6008.558627,2247.9,124500,1602924210116,LIC259701,2,2,1,0,1,45.00404,-93.30152,5622157.618,6.37158E-08
1900,2015,76000,5754.383622,2341.12,119000,1602924210119,LIC133166,3,2,1,0,0,45.00435,-93.30122,5622206.124,6.10103E-08
1906,2008,28000,6790.960517,1715.82,115500,1602924210141,LIC118148,1,1,1,0,0,45.00311,-93.29865,5622010.683,7.20423E-08
1908,2008,22000,7178.738087,1512.96,66000,1602924210148,LIC117618,1,1,1,1,1,45.00349,-93.30046,5622071.29,7.61398E-08
1920,2015,109000,5482.47058,2356.24,130500,1602924220005,LIC324635,1,2,1,1,1,45.00537,-93.30351,5622366.977,5.81282E-08
1900,2006,150800,5500.001373,2268.26,115500,1602924220082,LIC114722,1,2,1,1,1,45.00383,-93.30576,5622124.702,5.83125E-08
1938,2007,26000,5018.902008,1603.58,74000,1602924220110,LIC267991,1,1,1,1,1,45.00386,-93.30344,5622129.59,5.32122E-08
1909,2009,27508,6685.447609,2419.76,134000,1602924220131,LIC121721,1,2,1,0,0,45.0028,-93.30496,5621962.178,7.08457E-08
1900,2008,56000,6826.556771,2677.48,147500,1602924220198,LIC136203,2,2,1,0,0,45.00249,-93.30451,5621913.405,7.24075E-08
1900,2014,45000,9741.617359,2172.86,132500,1602924220206,LIC126251,1,1,1,0,1,45.00366,-93.30364,5622097.418,1.03284E-07
1910,2008,21335,6714.844469,1664.64,111500,1602924230018,LIC241428,1,1,1,0,0,45.00222,-93.3038,5621871.373,7.11244E-08
1900,2003,1,7076.75352,1790.34,65000,1602924230019,LIC129819,2,1,2,1,1,45.00233,-93.30372,5621888.459,7.49621E-08
1909,2017,51000,6700.891382,1888.58,126500,1602924230027,LIC358732,1,1,1,0,0,45.00144,-93.30462,5621747.766,7.10421E-08
2014, ,0,6952.754122,7061.96,610500,1602924230055,LIC138519,1,54,3,0,0,45.00161,-93.30534,5621774.237,7.36785E-08
1904,2010,28750,5560.715635,2440.16,93000,1602924230087,LIC123441,3,1,1,0,0,45.0017,-93.30784,5621789.699,5.89545E-08
1900,2017,105000,8486.100513,1951.46,107500,1602924230157,LIC372306,1,1,1,1,1,44.99913,-93.30659,5621384.132,8.99651E-08
1900,2015,26048,7261.400852,2150.48,118500,1602924240014,LIC126970,2,2,2,0,0,45.00212,-93.29851,5621854.939,7.691E-08
1900,2013,35000,5500.002172,2495.98,137500,1602924240069,LIC124178,1,2,1,0,0,45.00233,-93.30174,5621888.997,5.83114E-08
1916,1988,58543,4578.178901,3785.46,207500,1602924240191,LIC230619,3,4,1,1,1,44.99897,-93.29919,5621359.792,4.83639E-08
1921,2017,75500,5822.200996,2890.28,145000,1602924320018,LIC355413,3,1,1,0,1,44.99796,-93.30605,5621200.222,6.17227E-08
1917,2018,115640,5280.889402,933.08,62500,1602924320069,LIC370232,2,1,1,0,1,44.99595,-93.3066,5620883.888,5.59822E-08
1939,2016,55100,5052.409969,1097.3,73500,1602924330044,LIC148344,1,1,1,0,0,44.99475,-93.3066,5620694.389,5.35587E-08
1923,2017,185400,5180.342092,1869.22,146000,1602924330061,LIC363957,1,1,1,0,1,44.99389,-93.3066,5620559.293,5.49144E-08
1912,2003,1,5013.568982,1625.56,78000,1602924330102,LIC286986,1,1,1,1,1,44.99485,-93.30481,5620711.111,5.31473E-08
1903,2013,27612,6895.474465,1186.88,79500,1602924330118,LIC152001,1,1,1,0,0,44.99366,-93.30481,5620523.116,7.3095E-08
1909,2007,30000,5013.371925,2847.32,76000,1602924330125,LIC123925,1,1,2,1,1,44.99346,-93.30535,5620491.861,5.31439E-08
1912,2011,52500,4358.042468,3330.9,183500,1602924340013,LIC276776,1,2,1,0,1,44.99502,-93.29889,5620737.285,4.61984E-08
1915,2011,29000,5779.46199,1575.06,105500,1602924340033,LIC124680,1,1,1,0,1,44.99355,-93.29905,5620506.423,6.1265E-08
1925,2013,55000,5174.701991,3104.34,171000,1602924340089,LIC258354,1,2,1,1,1,44.99389,-93.3023,5620559.963,5.48546E-08
