BUILD_YR,sale_year,SALE_PRICE,PARCEL_ARE,TAX_TOT,TOTAL_MV1,licenseNum,tier,licensedUn,eviction_count,own_same_zip,LLORD_in_MPLS,POPTOTAL,LIVEDALONE,AGEUNDER18,WHITENH,BLACKNH,AMINDNH,ASIANNH,HISPPOP,AVGHHSIZE,HOMEOWNPCT,RENTEROCC,VACANT,MEDIANAGE
NA,NA,0,14044.01793,0,0,LIC111938,1,20,1,0,1,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1952,1983,4965000,23965.64784,375521.28,20042600,LIC357636,1,196,6,1,1,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1924,2011,3000000,37463.55117,276792.82,15250000,LIC150741,1,75,3,0,0,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1924,2003,2100000,14374.91946,54604.98,3008500,LIC118764,1,34,1,0,0,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1965,NA,0,15538.05652,50340.3,2773500,LIC288302,1,36,1,0,0,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1968,2015,156900,85533.03267,1913.26,148000,LIC131449,1,1,1,0,1,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1912,2017,9050000,24913.96228,104349.96,5596000,LIC362121,1,64,6,0,0,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1888,2014,1082500,28525.31855,20663.82,1138500,LIC133528,2,10,1,0,1,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1918,NA,0,26473.80155,94045.48,5150500,LIC149618,1,20,1,1,1,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1961,2017,3750000,26964.01319,55113.2,3036500,LIC359764,1,34,1,0,0,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1974,2017,33200000,56078.07744,553767.16,30510000,LIC357637,1,228,2,1,1,3971,2050,140,3038,414,22,190,193,1.36,0.201,2287,356,31.2
1962,2013,500000,8029.379997,13558.94,747000,LIC254967,3,12,1,0,1,3828,503,1003,1880,794,98,72,825,2.56,0.456,812,174,31.5
1900,2016,124588,5558.123932,2931.58,161500,LIC138939,1,2,1,0,1,3828,503,1003,1880,794,98,72,825,2.56,0.456,812,174,31.5
1900,2009,49900,5671.977465,3202.4,195000,LIC121095,1,1,1,0,0,3828,503,1003,1880,794,98,72,825,2.56,0.456,812,174,31.5
1923,2005,527500,5787.250468,11461.94,178200,LIC117465,3,4,1,0,0,3828,503,1003,1880,794,98,72,825,2.56,0.456,812,174,31.5
1910,2008,158000,6813.631682,5138.06,266500,LIC117435,3,3,1,0,0,3828,503,1003,1880,794,98,72,825,2.56,0.456,812,174,31.5
1900,2009,57500,2556.574787,3230.74,178000,LIC127616,1,2,1,0,1,3828,503,1003,1880,794,98,72,825,2.56,0.456,812,174,31.5
1900,2011,55100,4541.6923,3884.16,214000,LIC129630,1,2,1,0,0,3828,503,1003,1880,794,98,72,825,2.56,0.456,812,174,31.5
1961,2011,672000,18036.39956,18713.64,1031000,LIC128861,3,12,1,0,1,3828,503,1003,1880,794,98,72,825,2.56,0.456,812,174,31.5
1900,1999,43000,5758.165194,2741.32,151000,LIC265242,1,2,1,0,0,3828,503,1003,1880,794,98,72,825,2.56,0.456,812,174,31.5
1910,2009,65625,4508.040459,2914.54,183500,LIC204884,1,1,1,0,0,3992,733,752,2587,455,34,124,645,2.18,0.43,1038,155,32
1920,2017,4900000,13544.26902,41314.02,2099500,LIC359370,1,34,5,1,1,3992,733,752,2587,455,34,124,645,2.18,0.43,1038,155,32
1902,2010,64000,6565.016399,4882.4,262500,LIC132642,1,2,1,0,1,3992,733,752,2587,455,34,124,645,2.18,0.43,1038,155,32
1963,2009,950000,12619.37675,29131.94,1605000,LIC271583,1,23,1,0,1,3992,733,752,2587,455,34,124,645,2.18,0.43,1038,155,32
1921,2000,81575,9980.06447,15265.06,841000,LIC250712,1,1,1,0,0,3992,733,752,2587,455,34,124,645,2.18,0.43,1038,155,32
1913,2001,408000,19137.19092,31780.5,2829500,LIC115017,1,61,2,0,1,2813,502,499,1788,321,74,61,425,2.2,0.353,827,98,32.1
1897,2004,100,22401.13115,18728.16,468000,LIC278088,3,12,2,0,0,2813,502,499,1788,321,74,61,425,2.2,0.353,827,98,32.1
1900,1997,42900,5120.405048,3566.2,196500,LIC140395,2,2,1,1,1,2813,502,499,1788,321,74,61,425,2.2,0.353,827,98,32.1
1900,2016,325000,5135.605409,5626.6,310000,LIC355165,1,2,1,0,1,2813,502,499,1788,321,74,61,425,2.2,0.353,827,98,32.1
1903,2010,164464,11125.54941,9881.84,346500,LIC272841,1,6,1,0,0,2813,502,499,1788,321,74,61,425,2.2,0.353,827,98,32.1
1900,NA,0,5066.314473,4459.68,307000,LIC145602,1,2,1,0,0,2813,502,499,1788,321,74,61,425,2.2,0.353,827,98,32.1
1904,2018,358000,5520.388963,4456.22,245500,LIC375890,1,2,2,0,1,2813,502,499,1788,321,74,61,425,2.2,0.353,827,98,32.1
1900,2017,254000,4661.158907,4228.34,221500,LIC353726,1,1,1,1,1,2027,256,412,1446,157,27,51,235,2.38,0.576,355,99,32.4
1911,1998,137221,5116.254886,12604.32,150200,LIC278090,3,3,1,0,0,2027,256,412,1446,157,27,51,235,2.38,0.576,355,99,32.4
2013,2018,38075000,47761.08874,691438.9,38087500,LIC132605,1,140,1,1,1,4291,1254,525,3064,600,59,221,232,1.51,0.509,1095,236,32.4
2000,NA,0,109327.237,1080072.04,57085000,LIC121536,1,229,1,0,0,4291,1254,525,3064,600,59,221,232,1.51,0.509,1095,236,32.4
2013,2012,650000,16116.57098,236958.3,12360500,LIC132730,1,78,1,0,0,4291,1254,525,3064,600,59,221,232,1.51,0.509,1095,236,32.4
2013,2014,49000000,59438.31924,809555.14,44500000,LIC151504,1,182,2,1,1,4291,1254,525,3064,600,59,221,232,1.51,0.509,1095,236,32.4
2012,2018,42100000,42800.36715,623827.52,34370000,LIC375171,1,137,1,0,0,4291,1254,525,3064,600,59,221,232,1.51,0.509,1095,236,32.4
1910,2011,3639550,30474.61812,500851.12,23944400,LIC128173,1,120,3,1,1,4291,1254,525,3064,600,59,221,232,1.51,0.509,1095,236,32.4
0,NA,0,49464.62464,183,0,LIC254982,1,85,1,1,1,4291,1254,525,3064,600,59,221,232,1.51,0.509,1095,236,32.4
2017,NA,0,50217.45705,934838.28,48644400,LIC351500,2,155,2,0,0,4291,1254,525,3064,600,59,221,232,1.51,0.509,1095,236,32.4
1916,2005,1455000,8770.026601,37118.1,2045000,LIC115625,2,42,2,0,0,4291,1254,525,3064,600,59,221,232,1.51,0.509,1095,236,32.4
1956,2009,55000,7541.682279,2087.36,141000,LIC121932,1,1,1,0,0,3031,256,857,1268,746,40,515,300,2.89,0.83,178,90,32.7
1965,2012,111500,7555.825542,3769.94,209500,LIC126942,1,2,1,1,0,3031,256,857,1268,746,40,515,300,2.89,0.83,178,90,32.7
1953,2013,43000,5013.539732,1243.52,84000,LIC152910,1,1,1,0,0,3031,256,857,1268,746,40,515,300,2.89,0.83,178,90,32.7
1952,2014,72000,5441.463965,1746.86,118000,LIC150085,2,1,1,0,0,3031,256,857,1268,746,40,515,300,2.89,0.83,178,90,32.7
1922,NA,0,4862.695379,4155.86,288000,LIC278935,1,1,1,1,1,2252,252,570,1227,236,81,47,567,2.58,0.603,346,65,32.8
1971,2004,320000,5654.553601,9442.26,520000,LIC111866,2,5,2,1,1,2252,252,570,1227,236,81,47,567,2.58,0.603,346,65,32.8
1971,2016,3400000,29984.5963,64470.44,3550500,LIC280794,1,41,2,0,1,2252,252,570,1227,236,81,47,567,2.58,0.603,346,65,32.8
1916,2012,185000,6114.248502,11379.4,180000,LIC146600,1,5,1,0,0,2252,252,570,1227,236,81,47,567,2.58,0.603,346,65,32.8
1924,2009,55000,4929.36915,3868.34,213000,LIC125119,1,2,1,0,0,2252,252,570,1227,236,81,47,567,2.58,0.603,346,65,32.8
1961,2012,350000,6464.882256,12874.8,709000,LIC146734,1,11,1,1,1,2252,252,570,1227,236,81,47,567,2.58,0.603,346,65,32.8
1948,2010,100999,6247.711766,3955,275500,LIC232526,1,1,1,1,1,4972,699,1208,2944,1073,41,109,570,2.35,0.504,1038,99,32.8
1965,1992,2242177,58853.16464,50408.64,4500000,LIC114138,1,49,1,0,1,4972,699,1208,2944,1073,41,109,570,2.35,0.504,1038,99,32.8
1947,2013,200000,6409.580599,4739.92,261000,LIC184381,1,1,1,0,0,4972,699,1208,2944,1073,41,109,570,2.35,0.504,1038,99,32.8
1956,1996,104757,5872.996349,6291.48,346500,LIC161172,2,2,1,0,1,4972,699,1208,2944,1073,41,109,570,2.35,0.504,1038,99,32.8
1968,2001,675000,15066.80311,24122.86,1328500,LIC259923,1,15,3,0,1,3436,378,889,1884,663,65,79,578,2.56,0.677,432,116,33
1915,2018,250000,5733.659945,3382.96,226500,LIC127069,1,1,2,0,0,3436,378,889,1884,663,65,79,578,2.56,0.677,432,116,33
1887,2014,180000,6243.239128,3957.96,194500,LIC186893,1,2,1,0,0,3436,378,889,1884,663,65,79,578,2.56,0.677,432,116,33
1968,2005,1057500,18730.31034,31940.94,1759000,LIC198726,1,21,1,0,1,3436,378,889,1884,663,65,79,578,2.56,0.677,432,116,33
1907,NA,0,3757.066362,2187.38,142500,LIC134618,1,1,1,0,0,3436,378,889,1884,663,65,79,578,2.56,0.677,432,116,33
1923,1985,70000,5133.936343,2686.92,181500,LIC273444,1,1,1,0,1,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1924,2012,52000,5226.481702,1931.92,130500,LIC277210,2,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1970,2018,1200000,16235.72724,15457.02,859000,LIC365458,1,17,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1900,2011,56500,5420.55385,2087.36,141000,LIC127015,1,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1900,2009,23625,5482.74385,1391.56,94000,LIC357942,2,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1916,2015,84000,5033.269187,2113.38,134000,LIC133470,1,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1922,2013,180000,4564.04292,2798.28,155500,LIC148669,1,2,1,1,1,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1923,2010,100,5091.751614,2074.52,123500,LIC123180,2,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1923,2016,58000,5090.50592,1317.54,89000,LIC354972,1,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1924,2016,53000,3820.651286,1376.76,93000,LIC280515,1,1,1,0,1,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1939,1999,60000,5482.293979,2193.48,109500,LIC150866,3,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1926,2018,181000,4883.583732,1726.56,138000,LIC123829,1,1,1,0,1,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1958,2014,90000,5096.76147,2591.04,144000,LIC131459,2,2,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1908,2009,9900,5001.229987,2809.38,98000,LIC128578,3,1,1,0,1,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1924,1995,38000,5085.485169,1806.04,94500,LIC137695,3,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1922,1997,41100,4637.426279,1954.46,111000,LIC243986,2,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1927,2014,90000,5103.465256,1754.26,118500,LIC150125,1,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1911,2015,66100,5106.015057,1872.7,126500,LIC280502,1,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1914,2014,52000,4613.60356,1117.7,75500,LIC134054,1,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1924,2012,30000,4751.776522,1450.78,98000,LIC275724,1,1,1,0,0,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1925,2018,200000,6797.431064,4219.14,234500,LIC120768,2,4,1,0,1,3025,338,795,1528,878,36,226,206,2.61,0.8,232,130,33.3
1916,2013,47000,5194.595703,3124.54,104500,LIC124176,2,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1923,1997,40500,4985.966816,1560.22,94000,LIC161563,2,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1912,2011,45000,5139.276499,2883.86,156000,LIC121993,1,2,1,0,1,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1924,2002,60000,5143.266724,798.72,53500,LIC308472,3,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1940,2009,45000,5138.692931,2276.74,152500,LIC149721,1,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1961,1997,175000,8823.627455,8799.28,481500,LIC286766,1,8,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1942,2014,52549,5116.805421,2073.6,104500,LIC268272,3,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1950,2010,42500,7602.082746,1851.26,124000,LIC273969,1,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1896,2008,45000,7602.329153,2964.12,150000,LIC146882,1,2,1,0,1,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1900,2013,113000,5131.762971,3027.98,153500,LIC133712,1,2,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1900,2018,95000,4802.667564,1458.18,98500,LIC116012,2,1,1,0,1,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1921,2002,65000,5070.602166,1361.96,92000,LIC257852,1,1,1,0,1,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1924,2010,40000,5068.586231,1036.28,70000,LIC124845,1,1,1,0,1,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
2008,NA,0,5071.488279,3062.28,186500,LIC125911,1,1,1,0,1,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1925,2017,80000,5100.354616,1813.92,121500,LIC366635,1,1,1,1,1,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
2006,2006,900000,26364.10077,28597.32,2477500,LIC119934,1,23,1,0,1,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1968,2011,50000,4384.720929,1910.96,128000,LIC125399,1,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1950,2014,47500,5932.385409,1597.44,107000,LIC267551,1,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1951,2005,292500,12880.19857,4864.28,268000,LIC116798,1,2,2,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1950,2014,125000,5426.808633,2381.26,159500,LIC152912,1,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1950,2004,118000,5494.360373,1679.56,112500,LIC323966,1,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1950,NA,0,5517.234209,1935.64,102500,LIC258887,2,1,1,1,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1920,2014,56000,5102.017766,1209.28,81000,LIC126539,1,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1916,2009,22500,4737.321578,992.8,66500,LIC129138,2,1,2,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1918,2016,65000,5143.572795,1933.36,129500,LIC351014,1,1,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1904,2008,65000,8213.346152,3175.52,176500,LIC116594,1,2,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1903,2018,95000,4103.057091,1228.72,83000,LIC366690,1,1,1,0,1,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1970,2009,450000,12322.24259,8645.52,480500,LIC269650,1,9,1,0,0,4569,538,1225,2071,1332,91,488,348,2.61,0.702,503,191,33.3
1950,1994,426300,13022.92162,32698.16,1801500,LIC303715,1,17,2,0,0,3414,1209,282,2746,273,20,81,173,1.57,0.252,1475,179,33.4
1950,1994,426300,11935.17639,33061.16,1821500,LIC254090,1,17,1,0,0,3414,1209,282,2746,273,20,81,173,1.57,0.252,1475,179,33.4
1962,2006,783750,8499.89768,19438.04,1070500,LIC114601,1,11,1,0,0,3414,1209,282,2746,273,20,81,173,1.57,0.252,1475,179,33.4
1927,1995,136000,3553.609417,6688.06,368500,LIC142291,1,2,1,0,0,3414,1209,282,2746,273,20,81,173,1.57,0.252,1475,179,33.4
1928,NA,0,8120.350707,26808.68,1477000,LIC141851,1,11,1,0,1,3414,1209,282,2746,273,20,81,173,1.57,0.252,1475,179,33.4
1959,2012,1498500,10827.30399,57999.74,3195500,LIC182990,1,28,1,0,0,3414,1209,282,2746,273,20,81,173,1.57,0.252,1475,179,33.4
1926,NA,0,5694.136392,1679.56,112500,LIC286247,1,10,1,0,0,3414,1209,282,2746,273,20,81,173,1.57,0.252,1475,179,33.4
1957,2001,850000,9542.208717,32641.68,1771500,LIC291552,1,23,1,0,1,3414,1209,282,2746,273,20,81,173,1.57,0.252,1475,179,33.4
1962,2001,545000,7201.038123,23125.18,1259000,LIC120451,1,11,1,0,0,3414,1209,282,2746,273,20,81,173,1.57,0.252,1475,179,33.4
1962,2006,1567500,8084.545,22896.98,1261500,LIC201035,1,11,1,0,0,3414,1209,282,2746,273,20,81,173,1.57,0.252,1475,179,33.4
1900,2016,200000,5185.564391,4230.54,216500,LIC280791,2,2,1,0,1,2038,463,272,1360,272,42,58,220,1.96,0.373,651,103,33.4
2004,NA,0,7529.599236,3856.46,19900,LIC115288,1,32,2,0,1,2038,463,272,1360,272,42,58,220,1.96,0.373,651,103,33.4
1958,2017,348750,6831.255118,8648.3,476500,LIC362158,1,5,1,0,0,1726,316,373,978,282,82,40,273,2.2,0.492,398,61,34.1
1962,2018,609000,4989.692948,11581.76,579000,LIC374236,2,7,1,0,0,1726,316,373,978,282,82,40,273,2.2,0.492,398,61,34.1
1964,2012,1030000,15077.40127,31000.78,1708000,LIC127738,1,21,1,0,1,1726,316,373,978,282,82,40,273,2.2,0.492,398,61,34.1
1923,2011,300000,7537.463116,10826.34,596500,LIC122170,1,5,1,0,0,1726,316,373,978,282,82,40,273,2.2,0.492,398,61,34.1
1965,2017,84900,158823.7283,679.7,69500,LIC372092,1,1,1,0,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,2007,69900,158823.7283,993.22,66500,LIC128325,1,1,1,0,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,2004,103000,158823.7283,1105.24,74000,LIC258636,1,1,1,0,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,2012,35000,158823.7283,978.28,65500,LIC131848,1,2,1,0,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,2018,101500,158823.7283,665.04,68000,LIC370694,1,1,1,0,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,2002,109000,158823.7283,1135.1,76000,LIC358752,1,1,1,0,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,1998,30825,158823.7283,1052.96,70500,LIC113157,1,1,1,1,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,2012,42900,158823.7283,679.7,69500,LIC131313,1,1,1,1,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,2005,90000,158823.7283,993.22,66500,LIC118029,1,1,1,0,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,2015,54000,158823.7283,1135.1,76000,LIC260819,1,1,1,0,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,1998,40500,158823.7283,1135.1,76000,LIC144487,1,1,1,0,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,2018,93250,158823.7283,1015.62,68000,LIC376810,1,1,1,0,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1965,NA,0,158823.7283,1217.26,81500,LIC130509,1,1,1,0,0,2735,444,581,1852,289,57,101,333,2.25,0.755,297,90,34.4
1959,2007,1484000,8217.56629,19730.06,1087000,LIC117644,1,14,1,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1959,1997,640000,8220.036742,19730.06,1087000,LIC323865,1,14,1,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1970,2007,73987,10962.61639,16262.7,896000,LIC111440,1,12,2,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1910,2017,182000,6743.295065,3993.06,220000,LIC357660,3,3,1,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1965,NA,0,15137.21981,27861.42,1535000,LIC143651,1,17,2,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1961,2006,1300000,15682.4989,32380.44,1734500,LIC114926,3,26,6,0,0,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
2003,NA,0,28553.33409,38330.68,842600,LIC129907,1,24,1,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1965,2014,1017000,15002.651,26737.48,1411000,LIC229435,2,18,2,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1964,2007,73987,11220.32966,17161.46,945500,LIC112043,1,12,1,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1963,2013,474000,9005.551461,14498.82,761500,LIC147548,2,12,1,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1963,2005,1365000,19317.56263,35052.32,1828500,LIC119359,2,24,1,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1968,2004,700000,11996.70584,20822.18,1097500,LIC111670,1,14,2,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1928,2018,303300,5728.456564,3904.68,272500,LIC373967,1,2,1,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1916,1998,43500,5613.490341,4147.02,228500,LIC138470,1,2,1,0,0,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1961,2016,760000,5989.745353,18158.16,975500,LIC189182,2,16,3,0,1,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1966,2001,400000,12023.5714,22737.38,1203000,LIC142778,2,14,1,0,0,3786,690,806,2063,653,184,69,632,2.21,0.47,894,130,34.6
1900,2016,297400,27840.30268,4180.06,288500,LIC378389,NA,1,1,1,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2014,295000,27840.30268,6820.58,455000,LIC128257,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2010,175000,27840.30268,5262.18,351000,LIC121602,1,1,1,1,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2017,375000,27840.30268,5979.28,400500,LIC372057,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2010,100,27840.30268,5254.64,350500,LIC129372,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2011,275000,27840.30268,6513.4,434500,LIC372550,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2005,167800,27840.30268,3082.94,206500,LIC115576,1,4,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2016,339900,27840.30268,5014.44,334500,LIC355333,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2018,320000,27840.30268,4081.78,283500,LIC378481,NA,1,1,1,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2019,309000,27840.30268,4450.94,306500,LIC378479,NA,1,1,1,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2016,305000,27840.30268,4375.02,300500,LIC366324,NA,1,1,1,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2014,120000,27840.30268,3747.3,251000,LIC324470,1,2,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2015,222000,27840.30268,3968.28,276500,LIC378267,NA,1,1,1,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2011,207200,27840.30268,4422.62,295000,LIC122001,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2013,180000,27840.30268,3657.74,245000,LIC362266,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2005,168800,27840.30268,3112.8,208500,LIC134406,1,4,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2005,225000,27840.30268,4190.36,279500,LIC127908,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2005,239000,27840.30268,4122.96,275000,LIC123741,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2005,100,27840.30268,5111.82,341000,LIC122971,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2015,260000,27840.30268,4332.7,289000,LIC189187,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2016,299900,27840.30268,4478.72,307000,LIC363931,NA,1,1,1,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2013,272500,27840.30268,4999.44,333500,LIC129566,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2005,228580,27840.30268,4227.82,282000,LIC113371,1,1,1,1,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2005,256872,27840.30268,4505.02,300500,LIC124939,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2013,153500,27840.30268,3019.14,217500,LIC362428,NA,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2018,300000,27840.30268,4527.53,310000,LIC377236,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2011,165648,27840.30268,4729.78,315500,LIC182475,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2018,307900,27840.30268,5023.8,336500,LIC204492,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2010,195000,27840.30268,4265.3,284500,LIC133364,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
1900,2005,179175,27840.30268,3747.3,251000,LIC133632,1,1,1,0,1,4938,1750,333,3128,923,79,497,186,1.43,0.491,1410,478,34.7
